@relation 'Jabref 3.1-3.2 data'

@attribute CBO numeric
@attribute NOC numeric
@attribute WMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute LCOM numeric
@attribute SLOC numeric
@attribute change {no,yes}

@data
77,0,9,22,0,69,579,yes
9,0,30,43,0,56,174,no
3,0,3,16,0,0,24,no
3,0,5,49,0,60,27,no
13,0,8,21,0,66,90,no
3,0,2,15,0,16,16,no
2,0,1,14,0,0,5,no
63,0,59,72,0,97,1083,yes
5,0,4,17,0,25,26,no
3,0,1,14,0,0,15,no
10,4,8,21,0,77,69,no
9,0,13,26,0,64,54,yes
3,1,6,6,0,0,8,no
9,0,3,16,0,0,21,no
9,0,9,22,0,0,61,no
4,0,4,25,1,0,23,no
10,0,12,25,0,0,115,no
14,0,4,21,1,75,39,yes
6,0,3,24,1,50,26,no
10,0,16,29,0,0,150,no
5,0,3,24,1,33,21,no
10,0,17,30,0,0,160,no
11,0,8,29,1,70,110,no
10,0,27,40,0,0,267,no
9,0,3,16,0,66,41,no
14,0,2,15,0,77,30,no
7,0,2,15,0,0,20,no
7,0,2,15,0,0,16,no
6,0,5,18,0,40,75,no
2,0,2,15,0,25,11,no
14,0,4,17,0,75,56,no
5,0,6,19,0,66,30,no
2,0,3,80,0,0,20,no
9,0,1,14,0,0,20,no
8,0,5,18,0,9,32,no
16,0,1,14,0,0,42,no
7,0,5,18,0,9,29,no
12,0,1,14,0,0,38,no
8,0,6,19,0,25,35,no
11,0,1,14,0,0,30,no
8,0,5,18,0,9,31,no
9,0,2,15,0,33,49,no
8,0,5,18,0,9,32,no
9,0,1,14,0,0,29,no
7,0,5,18,0,9,30,no
2,0,5,18,0,60,24,no
5,0,0,13,0,0,6,no
5,0,3,16,0,66,191,yes
5,0,3,16,0,0,29,no
2,0,23,36,0,0,116,no
2,0,2,15,0,0,21,no
1,0,1,14,0,0,11,no
4,0,2,15,0,0,15,no
4,0,2,15,0,0,22,no
2,0,1,14,0,0,8,no
4,0,2,15,0,0,16,no
5,0,3,16,0,94,104,yes
1,0,1,14,0,0,8,no
6,0,3,16,0,0,24,yes
1,0,2,15,0,90,979,no
1,0,1,14,0,0,10,no
7,0,2,15,0,0,12,no
10,0,5,18,0,40,25,no
9,0,2,15,0,0,20,no
8,0,4,17,0,25,52,no
7,0,2,15,0,0,12,no
7,0,2,15,0,0,12,no
10,0,2,15,0,0,12,no
9,0,8,21,0,68,60,no
7,0,0,13,0,0,8,no
6,0,6,19,0,0,51,no
2,0,3,16,0,0,30,no
2,0,6,19,0,33,31,no
2,0,3,16,0,0,30,no
2,0,12,25,0,66,51,no
2,0,10,23,0,60,55,no
10,0,3,16,0,0,52,yes
12,0,3,16,0,0,32,yes
3,0,1,14,0,0,6,no
12,0,2,15,0,50,131,yes
6,0,1,14,0,0,11,no
6,0,1,14,0,0,19,no
8,0,1,14,0,50,19,no
9,0,1,14,0,0,20,no
8,0,1,14,0,0,8,no
10,0,8,21,0,0,72,yes
3,0,5,18,0,40,23,no
3,0,2,15,0,50,18,no
3,0,5,18,0,0,27,no
3,0,9,22,0,55,55,yes
15,0,5,18,0,50,49,no
4,0,1,14,0,0,7,no
7,0,2,15,0,40,38,yes
6,0,3,16,0,0,28,no
2,0,5,18,0,0,34,no
13,0,11,24,0,70,88,yes
4,0,6,19,0,0,60,no
4,0,1,14,0,0,21,no
14,0,2,27,0,0,36,no
7,0,0,13,0,0,12,no
6,0,1,14,0,0,38,no
5,0,2,15,0,0,12,no
13,0,5,18,0,73,59,yes
20,0,8,21,0,0,74,no
5,0,9,22,0,44,43,no
2,0,4,17,0,0,15,no
6,0,2,15,0,0,19,no
4,0,2,15,0,0,12,no
